id,name,category,action,archetype,domain,intent,workflow_1,workflow_2,workflow_3,workflow_4,input_hint
"understanding-verifier","Understanding Verifier","learning & memory","verifier","coach","Understanding","Verifier gives targeted Understanding guidance with next actions.","Assess understanding baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"wisdom-weaver","Wisdom Weaver","learning & memory","weaver","coach","Wisdom","Weaver gives targeted Wisdom guidance with next actions.","Assess wisdom baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"achievement-album","Achievement Album","life management","album","coach","Achievement","Album gives targeted Achievement guidance with next actions.","Assess achievement baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"anniversary-alert","Anniversary Alert","life management","alert","coach","Anniversary","Alert gives targeted Anniversary guidance with next actions.","Assess anniversary baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"balance-keeper","Balance Keeper","life management","keeper","coach","Balance","Keeper gives targeted Balance guidance with next actions.","Assess balance baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"birthday-buddy","Birthday Buddy","life management","assistant","coach","Birthday","Assistant gives targeted Birthday guidance with next actions.","Assess birthday baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"bucket-list","Bucket List","life management","list","coach","Bucket","List gives targeted Bucket guidance with next actions.","Assess bucket baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"decision-maker","Decision Maker","life management","maker","generate","Decision","Maker creates concrete Decision outputs you can use immediately.","Interpret decision direction","Generate option set","Refine top candidates","Return usable outputs","Describe style, constraints, and desired output."
"dream-diary","Dream Diary","life management","diary","coach","Dream","Diary gives targeted Dream guidance with next actions.","Assess dream baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"event-planner","Event Planner","life management","planner","plan","Event","Planner structures Event input into a practical step-by-step plan.","Define event objective","Split work into phases","Order by dependency and impact","Assign clear execution steps","Describe goal, constraints, and deadline."
"future-planner","Future Planner","life management","planner","plan","Future","Planner structures Future input into a practical step-by-step plan.","Define future objective","Split work into phases","Order by dependency and impact","Assign clear execution steps","Describe goal, constraints, and deadline."
"gift-idea-generator","Gift Idea Generator","life management","generator","generate","Gift Idea","Generator creates concrete Gift Idea outputs you can use immediately.","Interpret gift idea direction","Generate option set","Refine top candidates","Return usable outputs","Describe style, constraints, and desired output."
"gratitude-jar","Gratitude Jar","life management","jar","coach","Gratitude","Jar gives targeted Gratitude guidance with next actions.","Assess gratitude baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"guest-list-manager","Guest List Manager","life management","manager","plan","Guest List","Manager structures Guest List input into a practical step-by-step plan.","Define guest list objective","Split work into phases","Order by dependency and impact","Assign clear execution steps","Describe goal, constraints, and deadline."
"legacy-letter","Legacy Letter","life management","letter","coach","Legacy","Letter gives targeted Legacy guidance with next actions.","Assess legacy baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"life-dashboard","Life Dashboard","life management","dashboard","coach","Life","Dashboard gives targeted Life guidance with next actions.","Assess life baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"life-lessons-library","Life Lessons Library","life management","library","coach","Life Lessons","Library gives targeted Life Lessons guidance with next actions.","Assess life lessons baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"life-optimizer","Life Optimizer","life management","optimizer","optimize","Life","Optimizer optimizes Life workflows for better performance.","Audit life flow","Find bottlenecks","Apply targeted improvements","Measure gains and iterate","Describe current process, bottlenecks, and goals."
